암스테르담 싱어라런미술관서 고흐의 그림 도난 당해,  Copyright ⓒ  &
"""n번 방"" 제보자, 방송사 관계자 모욕에 극단 선택 시도…생명엔 지장無",  Copyright ⓒ  &
"김영록 전남도지사, 완도 방문해 코로나19 대응상황 점검 나서",  Copyright ⓒ  &
"경찰, ""프로포폴 투약 의혹"" 이부진 호텔신라 사장 소환 조사",  Copyright ⓒ  &
"가평서, ""디지털성범죄 특별수사팀"" 설치 엄정대응",  Copyright ⓒ  &
"조주빈, 조작한 CCTV로 손석희 전 JTBC사장 협박해 2천만원 갈취",  Copyright ⓒ  &
"광주광역시 동구, 사회적 거리두기 합동 캠페인 실시",  Copyright ⓒ  &
"손석희 ""조주빈·김웅 배후, 삼성 가능성…그래서 신고 안했다""",  Copyright ⓒ  &
"美 백인우월주의자, 코로나 19 상황 노려 ""병원""에 테러 감행",  Copyright ⓒ  &
"조주빈 어린이집 살인청부 피해자 직접 국민청원 ""공익근무요원 강씨 신상공개 해달라""",  Copyright ⓒ  &
"전남경찰, ‘과속 운전 처벌 강화’ 홍보",  Copyright ⓒ  &
"""박사방"" 입금 40대男 한강서 극단적 선택 ""피해자와 가족에 미안하다"" 유서",  Copyright ⓒ  &
"""박사방"" 참여 추정 40대 남성, 수사 본격화되자 한강에 투신",  Copyright ⓒ  &
"대전경찰청,『으뜸지역경찰』6명 선발 포상",  Copyright ⓒ  &
"광주경찰, 디지털 성범죄 특별수사단 운영",  Copyright ⓒ  &
"검찰,""박사"" 조주빈 수사상황 공개키로 결정",  Copyright ⓒ  &
"고교생이 회원수 9천명 음란물 링크방 운영하다 덜미, ""방장 권한에 재미느껴""",  Copyright ⓒ  &
텔레그램 ‘박사’ 꿈꾸던 16세 ‘태평양’ 잡혔다,  Copyright ⓒ  &
"대전경찰, 4·15 총선 대비 3단계 단속체제 가동",  Copyright ⓒ  &
"경찰, ""n번방""의 은밀한 결제수단이 된 비트코인 자금추적 실시",  Copyright ⓒ  &
"경찰 ""손석희·윤장현·김웅 n번방과 무관. 조주빈 사기 피해자 가능성""",  Copyright ⓒ  &
"서울시, 시장 수면실 없애고 비서 업무지침 마련...성희롱 근절안","지난 7월13일 서울 은평구 한국여성의전화 교육관에서 열린 ‘서울시장에 의한 위력 성추행  회견’에서 김재련 법무법인 온-	세상 대표변호사가 발언하고 있다.	 서울신문DB 박원순 전 서울시장이 비서 성추행 의혹으로 고소당하고 사망한 지 5개월 만에 서울시에서 관련 대책을 내놨다.	여성단체와 학계, 변호사 등 외부 전문가 9명과 내부위원 6명 등 모두 15명으로 구성된 '서울시 성차별·성희롱 근절 특별대책위원회' 김은실 공동위원장은 10일 오후 서울시청에서 브리핑을 열어 특별대책을 발표했다.	이번 대책은 ▲ 제도 ▲ 조직문화 ▲ 예방교육 3개 분야로 구성됐다.	이 가운데 조직문화 개선 방안에는 시장실 내 수면실을 없애고 비서업무의 공적업무 분야를 명확히 하기 위해 '비서분야 업무지침'을 마련하는 내용이 포함했다.	 또 시장 비서실 직원도 일반 직원과 마찬가지로 희망전보 절차를 통해 선발하고, 성평등한 인력 배치와 업무 분장을 하도록 했다.	 공적 업무를 벗어나는 개인이나 가족을 위한 사적노무 지시는 원칙적으로 제한한다.	또한 성차별·성희롱 인식 실태조사를 매년 정기적으로 벌이고, 조직문화에 대한 성인지 감수성 진단·컨설팅을 통해 위계적이고 온정주의적인 조직문화를 지속해서 개선하도록 했다.	제도 측면에서는 피해자 중심으로 사건이 신속하게 처리되도록 절차를 손질했다.	 그동안 서울시의 직장 내 성희롱·성폭력 사건 처리는 상담-	신고-	조사-	징계까지 4개 부서가 나눠 맡았던 탓에 최종 조치까지 길게는 1년가량 걸리고 피해자가 여러 기구를 마주해야 하는 부담이 있었다.	 앞으로는 창구를 여성가족정책실 여성권익담당관으로 일원화해 신고부터 징계까지 모두 처리하기로 했다.	 또 사건 발생 시 여성권익담당관과 조사담당관이 협의해 조사한 뒤성희롱·성폭력 고충심의위원회에서 성희롱 여부를 결정하면 인사위원회는 다른 안건보다 우선 처리해 3∼4개월 이내 징계가 결정된다.	 자치단체장에 의한 성희롱·성폭력 사건은 별도의 외부 절차로 조사·처리하도록 했다.	 사건을 인지하는 즉시 여성가족부의 '기관장 사건 전담 신고창구'에 통지해 사건 내용에 따라 경찰이 수사하거나 국가인권위원회가 조사하는 식이다.	 또 자치단체장 관련 사건 신고가 접수되면 직무배제 요건과 절차가 법적으로 마련될 수 있도록 관련 부처에 건의하기로 했다.	사건 처리의 신뢰성을 높이기 위해 징계 등 처리 결과를 반기별로 공개하고, 공개 시 가해자와 피해자가 식별되지 않도록 가공해 2차 피해를 막도록 했다.	 또 '공무원 징계규칙'등에 2차 가해자 징계 규정을 명확히 하도록 했다.	대책위는 지난 8월 7일 구성된 뒤 4개월간 총 18회 회의에서 서울시의 제도와 조직문화 등을 점검하고 치열한 논의를 거쳐 이번 대책을 내놨다고 설명했다.	 여성가족부 현장점검 개선 요청사항과 5급 이하 직원들로 구성된 '성평등문화 혁신위원회'의 제안도 반영했다.	이번 대책에 박 전 시장 사건 언급이 없다는 지적에 송다영 서울시 여성가족정책실장은 ""사건 진상조사보다는 성희롱·성차별이 일어나는 조직문화 전반에 대한 진단과 대책 마련에 초점을 맞췄다""며 ""인권위에서 조사 결과가 곧 나올 텐데, 결과에 따라 추가로 보완하는 대책을 마련하겠다""고 답했다.	송 실장은 박 전 시장 사건 피해자 조치로는 ""피해자를 직접 만나거나 하는 일은 없었지만, 피해자지원단체를 통해 법률·의료·상담 등 지원을 지속하고 있다""고 말했다."
"손석희 ""조주빈, 흥신소 사장이라며 접근 후 거짓 협박""[전문]",  Copyright ⓒ  &
"영암군, 벚꽃 상춘객 전면 통제 ‘집중’",  Copyright ⓒ  &
"조주빈 ""손석희에 미안""→손석희 ""조주빈, 협박·금품 요구""…실검장악[종합]",  Copyright ⓒ  &
"손석희 측 ""조주빈 흥신소 사장이라며 접근해 가족 협박""(입장문 전문)",  Copyright ⓒ  &
"조주빈, 윤장현 전 시장에게 ""JTBC 손석희 사장 연결해주겠다""며 접근",  Copyright ⓒ  &
"손석희 ""조주빈, 김웅 사주받은 척 접근…가족 위협에 금품요구 응했다""",  Copyright ⓒ  &
"[종합]""악마의 삶 멈춰줘 감사""...""박사방"" 조주빈, 검찰에 송치",  Copyright ⓒ  &
"""박사방"" 가담한 거제시청 현직 공무원, 아직 공무원 신분 유지",  Copyright ⓒ  &
"""박사방"" 조주빈 ""피해 입은 분께 사죄. 악마의 삶 멈춰줘서 감사하다""",  Copyright ⓒ  &
"""n번방 박사"" 조주빈, 암호화폐 지갑서 ""32억 원"" 자금 흐름 포착",  Copyright ⓒ  &
"인천광역시, 대설·한파 겨울철 자연재난 대비...""유관기관과 유기적 협력""",  Copyright ⓒ  &
"""박사"" 조주빈, 이달에도 보육원 자원봉사 단체 방문",  Copyright ⓒ  &
"SBS ""조주빈, 어린이집 청부살인 음모혐의도 수사 중""",  Copyright ⓒ  &
"""n번방"" 성착취물, SNS 타고 음지에서 거래…대포통장 동원도",  Copyright ⓒ  &
안산 중소벤처기업연수원 코로나19 생활치료센터 지정 윤화섭 시장“대승적 차원에서 받아들여”,  Copyright ⓒ  &
"""박사방"" 조주빈, 성범죄 피의자로서는 처음으로 신상 공개",  Copyright ⓒ  &
"""연변에서 사람 쓰겠다"" 조주빈, 손석희 사장 살해협박 금품갈취까지.(+영상)",  Copyright ⓒ  &
"조주빈, 손석희 언급 ""악마의 삶 멈춰주셔서 감사""",  Copyright ⓒ  &
"조주빈, JTBC 손석희 사장에 살해 협박…“금품 갈취도”",  Copyright ⓒ  &
"조주빈, ""머리엔 반창고·목엔 깁스"" 왜?… 유치장서 자해소동 벌여(+영상)",  Copyright ⓒ  &
"""여아 살해 음모 혐의"" 조주빈, 과거 어린이집 봉사 모습 눈길",  Copyright ⓒ  &
"강용석 변호사 체포에 ""가세연"" 측 ""누가봐도 폭력적"" 주장","유튜브채널 '가로세로연구소' 방송화면 캡처 유튜브 채널 '가로세로연구소' 강용석 변호사가 허위사실 명예훼손 혐의로 8일 경찰에 체포되자 가세연 측이 소식을 전하며 반발했다.	이날 오전 서울지방경찰청 사이버수사대는 강 변호사를 허위사실 유포에 의한 명예훼손 혐의로 자택에서 체포했다.	  앞서 경찰은 체포영장을 발부받은 것으로 파악됐으며, 강 변호사는 이날 오후 서울청에서 조사받고 있다.	가세연 측은 이날 낮 12시 방송에서 강 변호사의 체포 소식을 전했다.	 방송 진행을 맡은 고상만씨는 ""해당 사건은 가세연이 3월2일 저녁 7시 방송에서 천지일보에 난 사진을 소개하면서 문재인 대통령과 이만희 교주가 악수를 하는 장면이라고 했으나, 사진 속 인물은 이만희 교주가 아니어서 즉각 정정 및 사과방송을 한 것""이라고 말했다.	또 ""강용석 변호사가 도주 및 증거인멸의 우려도 없는데 자택에서 체포됐다""며 ""누가 봐도 폭력이라고 밖에 볼 수 없다""고 주장했다．가세연 측은 이날 오후 3시10분쯤 방송을 다시 한 번 진행하며 ""얼마나 황당한 혐의로 체포됐는지 소장을 보면 알 것"", ""내용을 바로 잡았는데도 이렇게 한다는 것은 가세연을 찍어 누르겠다, 우파 유튜버들을 박살 내겠다는 정권의 의도가 엿보이는 것""이라고 말했다.	앞서 지난 3월 강 변호사는 자신의 유튜브 채널 방송에서 문재인 대통령과 악수를 한 인물을 신천지 교주 이만희라고 말한 바 있다.	 이에 더불어민주당은 강 변호사를 고발했다."
"조주빈 ""손석희, 김웅, 윤장현에 사죄""…네티즌 ""어리둥절""",  Copyright ⓒ  &
"""박사방"" 조주빈, 추악한 악마의 얼굴 ""피해 입은 분들께 사죄"" [SS영상]"," 미성년자 등을 협박, 성착취 동영상 촬영 후 텔레그램에 유포한 혐의를 받는 '박사방' 조주빈의 모습이 공개됐다.	 조주빈은 25일 오전 검찰 송치 과정에서 포토라인을 통해 추악한 얼굴을 드러냈다.	 포토라인에 선 조주빈은 ""손석희 사장님, 윤장현 시장님,  님을 비롯해 저에게 피해를 입은 모든 분들께 진심으로 사죄한다.	 멈출 수 없었던 악마의 삶을 멈춰줘서 감사하다""라고 말했다.	 혐의를 인정하는지에 대한 질문에는 묵묵부답으로 일관했다.	 조주빈은 지난 2018년 12월부터 올해 3월까지 텔레그램에서 채팅방 '박사방'을 운영하며 아동성착취물 등을 제작 유포한 혐의 등으로 지난 19일 구속됐다.	 현재까지 경찰이 파악한 피해자는 총 74명에 달하며 이 중 16명이 미성년자인 것으로 조사됐다.	 한편, 조주빈에게는 아동청소년보호법 위반 및 강제추행·협박·강요·사기, 개인정보보호법 위반, 성폭력처벌법 위반 등 혐의가 적용됐다."
"광주경찰, 어린이 보호구역 제한속도 전면 시행",  Copyright ⓒ  &
"텔레그램 ""박사방"" 운영자 조주빈,얼굴 공개될까...경찰,오늘 결정",  Copyright ⓒ  &
"경찰, 텔레그램 ""박사방"" 운영자 조주빈 신상공개 결정",  Copyright ⓒ  &
"검찰, n번방 전 운영자 ""와치맨""에 징역 3년6개월 구형",  Copyright ⓒ  &
“우한 교민·아산시민과 함께” 북적이는 농촌마을,  Copyright ⓒ  &
"n번방 전 운영자 ""와치맨"", 징역 3년6개월 구형",  Copyright ⓒ  &
"""박사"" 조주빈 온라인 이중생활 이유는? ""성폭력 음란물 상담 조언"" 400여건",  Copyright ⓒ  &
‘후포면 미용사’ 울진해경 의무경찰 대상 무료 미용실 운영,  Copyright ⓒ  &
"손혜원 전 의원 부동산 투기 의혹 제기한 동생, 필리핀서 숨진 채 발견",  Copyright ⓒ  &
"문재인 대통령 """"n번방"" 사건, 회원까지 전원조사해야""",  Copyright ⓒ  &
"[속보]文대통령 300만명 국민 분노 ""텔레그램 n번방사건 가해자 엄벌, 회원 전원조사 필요""",  Copyright ⓒ  &
"SBS, ""n번방"" 박사방 운영자 25세 조주빈 신상공개",  Copyright ⓒ  &
국내 ‘신종 코로나’ 확진환자 1명 늘어 24명…의심환자 264명 검사 진행 중,  Copyright ⓒ  &
"서울시, ""할인의 추억"" 광고 논란…""왜 유족 폐부 찌르나""",  Copyright ⓒ  &
"안산단원署, 마스크 50개 기부한 익명의 시민 -경찰은 취약 계층에 재 기부",  Copyright ⓒ  &
"우한 교민 1명 ""신종코로나"" 확진자 판정...국내 24번째 확진자",  Copyright ⓒ  &
"""텔레그램n번방"" 용의자 신상공개, 국민청원 200만명 돌파. 역대 최다.",  Copyright ⓒ  &
"문대통령 등 장차관급 이상 4개월간 급여 30% 반납 ""국민과 고통분담""",  Copyright ⓒ  &
4개월간 장·차관급 공무원 급여 30% 반납키로,  Copyright ⓒ  &
"경찰, 이용구 ""택시기사 폭행"" ""경찰 전문인력이 판례 분석중""","국회 행정안전위원회 소속 국민의힘 의원들이 이용구 법무부 차관의 택시 기사 폭행과 관련, 경찰의 내사종결 처리에 대해 항의하기 위해 21일 오후 서울 서대문구 미근동 경찰청을 항의 방문해 취재진의 질문에 답하고 있다.	 왼쪽부터 국민의힘 서범수, 박완수, 최춘식 의원.	사진|연합뉴스 이용구 법무부 차관이 취임 전 택시기사 폭행에도 처벌받지 않은 사건이 뒤늦게 논란이 되자 경찰이 관련 판례 분석에 나섰다.	경찰 관계자는 21일 ""서울경찰청 내 법조계 출신과 현직 변호사, 이 사건을 실무상으로 취급한 간부들을 중심으로 판례를 정밀하게 다시 한번 검토하겠다""고 밝혔다.	이 차관은 변호사로 재직하던 지난달 6일 밤 늦은 시간에 서초구 아파트 자택 앞에서 택시기사가 술에 취한 자신을 깨우자 그의 멱살을 잡아 폭행하고도 입건되지 않아 논란을일으켰다.	 택시기사는 처벌을 원치 않는다는 의사를 밝혔고, 서울 서초경찰서는 운전 중인 자동차 운전자 폭행을 무겁게 처벌하는 특정범죄 가중처벌 등에 관한 법률이 아니라 반의사불벌죄인 형법상 폭행 혐의를 적용해 사건을 같은 달 12일 내사 종결했다.	경찰 관계자는 "" 택시가 운행 중이 아니라고 보고 단순 폭행죄를 적용한 판례도 있고, 다시 운행이 예상되기 때문에 위험하다고 보고 특가법을 적용한 판례도 있다""고 설명했다.	이 차관은 당시 현행범 체포되지 않고 파출소로 임의동행됐다고 경찰은 밝혔다.	경찰 관계자는 ""현장에 출동한 지역경찰이 현행범 체포 요건이 되지 않는다고 판단했다""며 ""택시 블랙박스에 당시 영상이 녹화돼 있지 않아 증거관계가 불분명했고, 이 차관이 인적사항을 제출하고 수사에 협조할 의향을 밝혀 자진귀가 후 출석시켜도 될 것으로 보고 발생 기록만 경찰서로 넘겼다""고 말했다.	이 관계자는 ""이 차관에게 경찰 출석 요구를 했으나 나오지 않은 것으로 안다.	 이후 피해자가 처벌불원서를 제출해 더 수사할 실익이 없어서 내사 종결로 처리한 것""이라며 ""수사 실무상 그렇게 내사 종결한 사례들이 있다""고 전했다.	또한 ""이 사건이 서울경찰청에는 보고되지 않았다""며 ""통상 중요한 사람에 대한 사건의 경우 발생 보고부터 받지만 결과까지도 일절 보고된 바 없다""고 밝혔다.	이 차관의 폭행이 알려진 뒤 형사 입건 없이 사건을 마무리한 경찰의 처분이 적절했는지를 놓고 논란이 이어졌다.	일각에서는 코앞으로 다가온 검경 수사권 조정 이후 이번처럼 '부실 수사' 논란이 빚어질 수 있다며 경찰에 수사 종결권을 주는 것이 합당한지에 대한 우려도 나온다.	경찰은 내년 1월부터 입건한 사건도 검찰의 수사 지휘를 받지 않고 자체적으로 '검찰 불송치'를 결정해 수사를 종결할 수 있는 1차 수사 종결권을 갖는다.	 올해 1월 국회를 통과한 검경 수사권 조정법이 시행되기 때문이다.	개정 형사소송법은 검찰이 이런 경우 경찰이 불송치 결정을 한 기록과 관련 증거를 90일간 들여다보고 한 차례 재수사를 요청할 수 있도록 해 보완 장치를 마련했다.	 경찰은 재수사 결과 불송치 결정이 타당하다고 판단하면 재수사 결과서에 그 이유 등을 구체적으로 기재해 알려야 한다.	다만 검찰은 기록만 보고 수사의 문제점이 있는지 파악하는 것은 한계가 있다는 목소리를 내왔다.	한편 사법시험준비생모임은 이 차관 폭행 사건을 내사한 서초경찰서장과 형사과장, 담당 수사관이 위법 또는 부당한 처분을 했는지 살펴 달라며 21일 경찰청에 감사를 청구했다고 밝혔다."
"""文 정권 탄압 본격 시작"" 체포 뒤 조사받고 풀려난 강용석",  Copyright ⓒ  &
"""텔레그램 n번방 박사 피의자 신상공개"" 국민청원 100만명 돌파",  Copyright ⓒ  &
"김영록 전남도지사, ‘코로나’ 확산 방지 유관기관 대책 논의",  Copyright ⓒ  &
"전남경찰, 음주운전 증가 막기위해 강화된 선별식 음주단속 실시",  Copyright ⓒ  &
"""텔레그램 ""n번방"" 피의자 신상 공개하라""...靑 청원 20만 넘어",  Copyright ⓒ  &
"유서 남기고 잠적한 김원성 최고위원, 탈진 상태로 발견",  Copyright ⓒ  &
"""미투""의혹 공천취소 김원성 미래통합당 의원, ""원통함 풀어달라"" 유서 쓰고 잠적",  Copyright ⓒ  &
"한진칼, 3자 연합에 팩트 체크로 반박…""투명경영·주주가치 제고 논할 자격 없다""",  Copyright ⓒ  &
"경찰 ""새벽배송중 사망 쿠팡맨, 사인은 허혈성 심장질환""",  Copyright ⓒ  &
"울진해경서, 코로나19 장기화에 따른 ‘해양경찰 가족대상’ 서한문 발송",  Copyright ⓒ  &
"日 자가격리 깨고 술집간 코로나19 확진자 사망, 종업원 감염",  Copyright ⓒ  &
"""강펀치 때문에..."" 브라질 유명 女복서, 남편 때려 숨져",비비안 오베노프.	 사진|트위터 세계 챔피언에 3번 도전했던 브라질 출신의 유명 여자 프로 복서가 남편을 때려 숨지게 한 혐의로 경찰에 체포돼 조사 중이다.	 8일 영국 데일리 메일에 따르면 비비안 오베노프가 지난 10월19일 호텔경영자인 남편 토머스의 스위스 식당에서 그를 때려 숨지게 한 혐의로 전날 경찰에 체포됐다.	앞서 남편은 계속된 폭행에 의해 사망한 것으로 확인됐다.	이들 부부는 지난 1월 결혼했다.	오베노프를 체포한 스위스 경찰은 그를 구금한 상태에서 폭행치사 혐의로 조사하고 있다.	 그를 아는 사람들은 평소 다혈질이어서 링 안팎을 불문하고 싸움을 잘한다고 전했다.	스위스 언론 매체에 따르면 오베노프는 2016년 영국 런던의 나이트클럽에서 30살 생일파티를 하던 중 자신의 몸을 만진 남성의 얼굴을 때린 혐의로 구금된 적이 있다.	그는 브라질에서 태어나 어린 시절 축구를 했으며 나중에 체조 국가대표로 활약하다 18살에 복싱 선수로 전향했다.	프로복싱에서 은퇴한 후에는 요리 분야에서 일했고 이후 자신의 복싱 체육관을 열었다.	그는 소셜 미디어에 자신의 하나 뿐인 아들과 시간을 보낼 때가 가장 행복하다고 밝힌 바 있다.
코로나19 사태 두 달째…모처럼만에 나들이 나서는 여행객들,  Copyright ⓒ  &
"경기도, 재활용 고무대야 사용 3군데 음식점 고발",  Copyright ⓒ  &
"뮤지컬 ""올 아이즈 온 미"" 무빙 포스터 눈길",  Copyright ⓒ  &
"남양주署, 잃어버린 아들 40여년 만에 어머니 품으로..",  Copyright ⓒ  &
"확진자 6천명 돌파 프랑스 마크롱 대통령 ""전국민 15일간 이동금지령, 경각심 가져달라""",  Copyright ⓒ  &
"신안군, 중부권에 해경파출소 신설",  Copyright ⓒ  &
"경기도, 포천수사팀 신설...4839개 환경오염 배출장 등 단속",  Copyright ⓒ  &
"장성군, 전자 지문등록 스캐너 설치·운영",  Copyright ⓒ  &
"남양주서, 일반마스크를 식약처 인증(KF)마스크로 둔갑, 피의자 2명 검거",  Copyright ⓒ  &
"진도군, CCTV 통합관제센터 착공식 개최",  Copyright ⓒ  &
"정부, 코로나19 백신 4400만명분 확보…화이자 등 해외제약사와 합의",  Copyright ⓒ  &
"의식 잃은 운전자(78세, 남), 구조한 교통경찰관",  Copyright ⓒ  &
"안양시, 스마트도시통합센터 마약사범 검거 ""결정적 한방""제보",  Copyright ⓒ  &
"""숙명여고 쌍둥이 문제유출 사건"" 쌍둥이 아버지인 교무주임 징역 3년 확정",  Copyright ⓒ  &
"바로고, 심정지 응급환자 도운 라이더에게 감사장 전달",  Copyright ⓒ  &
"이용섭 광주광역시장, 남광주역 찾아 방역소독 및 개인위생 철저 당부",  Copyright ⓒ  &
"양승조 지사, 생활치료센터 의료진 등 위문",  Copyright ⓒ  &
"신안군, 위급상항 대처 위해 비상벨 설치",  Copyright ⓒ  &
"당신이 무심코 전달한 코로나19 관련 정보, ‘처벌될 수 있습니다!’",  Copyright ⓒ  &
"코로나19로 뮤지컬 조기종료한 이지훈, ""부디 이 힘든 시기 잘 극복하길 기도""",  Copyright ⓒ  &
"환경부, 시민 안전담보 ‘화관법’ 적용"," 정부와 환경부가 화학물질 관리를 강화한 화학물질관리법에 대해 5년의 유예 기간을 충분히 부여한 만큼 더 이상 법을 유예하지 않고 전면 적용하겠다고 밝히고 있다.2012년 발생한 '구미 불산 가스 누출 사고' 등을 계기로 만들어진 화관법은 사업장 내 화학물질이 사업장 밖에서 미치는 영향을 평가하고 유해물질 관리인력을 보충해 화학물질의 시설관리를 강화하는 제도이다.	 특히 불산누출사고 등을 예방하고 사고 시 효율적으로 대처하기 위해 제정된 법이다.	이미 폭탄이 되어버린 화학물질 공장을 시민의 안전을 위해 그대로 놔둘 수 없다는 게 환경부 입장이다.	 2012년 ‘구미 불산 가스 누출 사고’는 당시 안전 장비를 착용하지 않고 작업을 하던 직원 4명과 외주 업체 근로자 1명 등 총 5명이 사망했으며, 사고 현장에 출동한 소방관과 경찰, 벼농사와 과수농사를 짓던 인근 주민 등 1만1000여 명이 불산 누출의 여파로 검사와 치료를 받았다.	 또한 농작물 등 식물들도 말라 죽는 등 심각한 결과를 낳았다.	하지만 많은 중소기업들과 소규모 영세 자영업자들은 법규 준수를 미루고 있다.	 법규 적용에 따라 시설 관련 비용을 감당하기 어렵다는 게 가장 큰 이유로 정부가 전액 지원해 주길 기대하고 있다.	지난해 중소기업중앙회가 화관법 적용 대상 중소기업 500곳을 대상으로 한 조사에 따르면, 화관법 이행 시 가장 큰 부담은 '유해화학물질 취급시설 배치·설치 및 관리기준 준수'로 나타났다.	 그에 따른 이유는 신규 설비 비용 부담이 가장 컸다.	실제 환경부 제출용 화학사고 장외영향평가서를 받는 데만 약 600만원 정도가 소요되며, 현행법에 따라 취급 화학물질 특성에 맞는 배출, 집수 설비 등을 갖추는데 따른 기준이 400여 개에 달해 모든 기준을 충족할 수 어려울 뿐 아니라 법 기준에 맞는 폐수장 하나를 설치하는 데만 5억원 정도가 들어간다고 한다.	환경부 관계자는 ""그 동안 화관법 규제를 잘 지킨 기업들은 법을 준수하기 위하여 발생한 취급시설 설치 및 인허가 관련 등 비용에 대한 불만사항이 발생하고 있다.""	면서 ""이미 적용한 화관법 유예기간 5년은 업체들이 충분히 기준을 맞출 수 있는 시간이었기 때문에 더는 늦출 수 없다.	 다만 기업의 어려움을 해소하기 위해 무료 컨설팅, 융자 지원 등을 실시하고 있는 등 다양한 방법을 동원하면서 안정적으로 법을 적용해 나갈 방침""이라고 했다."
"[속보] 강용석 ""文대통령 이만희와 악수"" 명예훼손 혐의로 자택서 체포"," 보수성향 유튜브채널 가로세로 연구소를 운영 중인 강용석 변호사가 허위사실 유포에 의한 명예훼손 혐의로 8일 자택에서 체포된 것으로 알려졌다.	 조선일보는 8일 ""경찰이 유튜브 채널 ‘가로세로연구소'의 강용석 소장을 허위사실 유포에 의한 명예훼손 혐의로 체포했다""라고 보도했다.	 서울지방경찰청 사이버수사대에 따르면 이날 오전 11시쯤 강용석 소장은 허위사실에 의한 명예훼손 혐의로 마포구 자택에서 체포된 것으로 알려졌다.	 최근 법원에서 같은 혐의로 영장을 발부받은 데 따른 것이다.	경찰 등에 따르면, 강 소장에 대한 이번 명예훼손 수사는 지난 3월 더불어민주당 측이 이러한 혐의로 강 소장을 고발한 데 따른 것이다.	 고발된 혐의 중엔 강 소장 등이 유튜브 영상에서 문재인 대통령이 누군가와 악수하는 사진을 보여주며 ‘문 대통령이 신천지 이만희 교주와 악수하는 사진’이라는 취지로 소개했는데, 이게 사실이 아니라는 것 등이 포함된 것으로 알려졌다.	 강 소장은 앞서 지난 6월에도 김세의 전 MBC 기자와 함께 조국 전 법무부장관 딸 조 모씨에 대한 허위사실 유포혐의로 검찰에 기소 의견으로 송치된 바 있다.	 앞서 이들은 지난해 8월 자신들이 운영하는 채널에 올린 ‘조국 의혹 총정리’라는 영상에서 조씨에 대한 사진과 함께 “조 후보자의 딸이 빨간색 포르쉐를 타고 다닌다”는 내용을 올렸고 조씨는 관련 내용을 비롯해 여러가지 허위사실을 유포한 사람들을 대거 고소했다."
"대구 신천지교인 전수조사 21일만에 99% 완료, 전체 43% 확진",  Copyright ⓒ  &
"“논산경찰서, 교통사망사고 감소 위한 교통 유관기관 관계자 회의 개최”",  Copyright ⓒ  &
"대전경찰청,『으뜸지역경찰』8명 선발 포상",  Copyright ⓒ  &
"순천시, 육군 31사단·순천경찰 합동 방역 실시",  Copyright ⓒ  &
"전남경찰, 코로나 19 관련 허위조작정보·문서유출 등 수사 중",  Copyright ⓒ  &
"공수처 설립준비단장, 하나은행 사외이사로 추천",  Copyright ⓒ  &
인천시 덤프트럭 매연과 연료품질 특별점검,  Copyright ⓒ  &
"전해철 예비후보, 안산상록갑 더불어민주당 공천 확정",  Copyright ⓒ  &
"마산 3·15 의거 60주년 기념 창작뮤지컬 ""삼월의 그들"" 오는 21일 개막, 4·19혁명 도화선 된 ""3·15 의거"" 집중 조명한다!",  Copyright ⓒ  &
[부고]GS건설 이용섭 담당 부친상,  Copyright ⓒ  &
"무안군, 관내 민간체육시설 합동 지도점검 실시",  Copyright ⓒ  &
"마스크·손 세정제 대란에 매점·매석 통한 폭리 ""심각""…정부 “단속 강화할 것”",  Copyright ⓒ  &
"대전경찰청, 「2020 치안정책 모니터링단」 운영",  Copyright ⓒ  &
"경기남부경찰청, 경찰 책임수사체제 확립을 위한 조직 개편 추진",  Copyright ⓒ  &
"경기도,폐유리병 870톤 불법처리...59억원 부당이득 4곳 적발",  Copyright ⓒ  &
"안산상록署,수사민원상담센터 설치",  Copyright ⓒ  &
"대전경찰, 식약처와 합동단속 통해 마스크 매점매석 피의자 검거",  Copyright ⓒ  &
"대전시 특사경, 미세먼지 관리 부실 사업장 6곳 적발",  Copyright ⓒ  &
"경기도, 아주대 병원 ""진료거부·방해·기록부 조작"" 현장 조사",  Copyright ⓒ  &
"롯데케미칼 대산공장 화재, 인명피해 31명·중상자 2명",  Copyright ⓒ  &
"윤화섭 시장,“마스크 원자재 도매상 철저히 관리해야”",  Copyright ⓒ  &
"광주광역시 북구, 산불 방지 종합대책 추진",  Copyright ⓒ  &
"광주광역시, 신천지 시설 추가 강제폐쇄 행정명령",  Copyright ⓒ  &
"양승조 충남지사, ‘신종 코로나’ 기관별 대응 상황 점검",  Copyright ⓒ  &
"경기도, 불법·불량 종자 유통 집중 수사",  Copyright ⓒ  &
"성남시, 공무원 1명이 신천지 신도 5명 전담... 2545명 조사",  Copyright ⓒ  &
"고흥군, 코로나19 원천 차단 위해 행정력 ""집중""",  Copyright ⓒ  &
"이탈리아 로마서도 12명 확진자 발생, 코로나19 사망자 52명으로 급증",  Copyright ⓒ  &
"가평署, 차량 내 극단적 선택한 남자를 ""여경이 신속 출동 구조"" ..",  Copyright ⓒ  &
"거래량만으론 못살아! 국내 주요 암호화폐 거래소, 커스터디 서비스 본격화",  Copyright ⓒ  &
"광주광역시, 코로나바이러스 확산방지 합동 대책회의 개최",  Copyright ⓒ  &
"고양시, 3,600명 신천지 명단 확보..공무원 100명 투입. 전수조사 나선다!",  Copyright ⓒ  &
